Designator,Mid X,Mid Y,Rotation,Layer
BT1,112.87125,-49.42125,0.0,top
C1,109.9125,-60.325,180.0,top
DCDC1,98.425,-60.325,90.0,top
J1,116.37375,-69.85,270.0,top
R1,118.26875,-60.325,270.0,top
R2,121.44375,-60.325,270.0,top
R3,125.4125,-60.325,270.0,top
R4,127.79375,-60.325,90.0,top
U1,81.734558,-57.932281,270.0,top
U2,99.522498,-44.874166,180.0,top
